City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Latitude,Longitude
Thiruvananthapuram,2018-03-22,30.46,58.81,1.73,9.81,6.61,4.87,1.1,6.17,42.66,1.6176100628930818,6.660123387549074,2.965894378194208,71.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-03-23,31.97,76.01,1.67,9.99,6.63,4.58,1.12,5.32,38.36,1.6233872416891286,6.667134043746494,2.9664395229982965,68.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-03-24,30.17,81.22,1.68,12.55,7.86,4.23,0.93,5.45,33.2,1.6291644204851752,6.6741446999439145,2.966984667802385,82.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-03-25,41.77,84.28,1.66,13.53,8.56,5.2,1.19,4.98,41.53,1.634941599281222,6.681155356141335,2.967529812606473,82.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-03-26,44.52,77.71,1.72,16.65,10.22,5.18,1.18,5.59,54.65,1.6407187780772687,6.688166012338755,2.968074957410562,97.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-03-27,43.41,71.97,1.63,14.58,9.05,4.77,1.47,5.05,46.2,1.6464959568733155,6.695176668536175,2.9686201022146506,90.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-03-28,24.17,40.97,1.75,14.6,8.31,4.49,1.82,10.06,24.33,1.652273135669362,6.702187324733595,2.9691652470187395,105.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-03-29,35.1,61.25,1.77,14.14,8.95,6.25,1.36,5.43,35.77,1.6580503144654088,6.709197980931015,2.969710391822828,91.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-03-30,40.45,77.14,1.74,8.64,6.01,5.94,2.59,4.5,43.01,1.6638274932614556,6.716208637128435,2.9702555366269165,104.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-03-31,38.5,76.18,1.71,10.19,6.82,5.34,2.99,5.8,41.97,1.6696046720575022,6.723219293325855,2.970800681431005,130.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-04-01,27.92,64.64,1.72,9.95,6.69,4.08,0.8,8.77,42.71,1.675381850853549,6.730229949523275,2.971345826235094,74.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-02,28.27,63.12,1.77,8.04,5.71,3.87,0.82,7.8,42.65,1.6811590296495955,6.737240605720695,2.9718909710391825,64.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-03,33.99,67.92,1.66,11.49,7.43,4.21,0.89,6.01,60.0,1.6869362084456423,6.744251261918115,2.972436115843271,93.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-04,32.84,61.69,1.68,13.51,8.43,4.08,0.97,7.72,56.52,1.692713387241689,6.751261918115535,2.97298126064736,137.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-04-05,43.66,78.18,1.64,10.07,6.71,4.47,0.99,8.52,43.56,1.6984905660377358,6.758272574312955,2.973526405451448,72.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-06,33.37,72.54,1.8,12.99,8.3,4.81,1.01,11.26,55.6,1.7042677448337826,6.765283230510375,2.9740715502555366,96.5,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-04-07,42.99,73.04,1.72,11.27,7.38,5.08,0.92,7.86,67.81,1.7100449236298294,6.772293886707796,2.974616695059625,121.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-04-08,25.7,45.04,1.67,8.42,5.81,4.97,0.83,6.31,51.95,1.715822102425876,6.779304542905216,2.9751618398637136,122.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-04-09,20.2,39.62,1.7,9.04,6.2,4.61,0.86,4.92,52.8,1.7215992812219227,6.786315199102636,2.9757069846678026,126.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-04-10,15.2,35.43,1.94,10.9,7.33,4.31,0.95,6.68,36.52,1.7273764600179695,6.793325855300056,2.976252129471891,73.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-11,19.23,38.12,2.67,9.67,7.21,4.63,0.95,6.59,62.71,1.7331536388140163,6.800336511497476,2.97679727427598,160.0,Moderate,8.5241,76.9366
Thiruvananthapuram,2018-04-12,18.61,32.92,3.44,9.08,7.27,3.98,0.86,6.4,33.77,1.7389308176100629,6.807347167694896,2.977342419080068,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-13,15.54,30.35,2.63,14.89,10.05,3.7,1.12,5.33,28.84,1.7447079964061096,6.814357823892316,2.9778875638841567,84.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-14,9.71,25.04,2.73,10.86,8.0,5.17,0.82,5.77,36.91,1.7504851752021564,6.8213684800897365,2.9784327086882456,61.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-15,17.78,31.97,2.78,11.68,8.47,3.85,0.84,5.38,33.24,1.7562623539982032,6.828379136287156,2.978977853492334,58.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-16,17.81,32.97,2.76,12.86,9.06,4.23,0.88,5.76,35.33,1.7620395327942495,6.835389792484576,2.979522998296422,60.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-17,21.46,37.77,2.73,14.32,9.84,4.07,0.95,6.29,29.03,1.7678167115902963,6.842400448681996,2.980068143100511,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-18,30.07,56.12,2.77,18.95,12.32,3.96,1.13,5.61,32.06,1.7735938903863433,6.849411104879416,2.9806132879046,71.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-19,19.84,41.6,2.79,12.49,8.92,4.44,0.94,5.74,34.88,1.77937106918239,6.856421761076836,2.981158432708688,66.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-20,16.04,37.06,2.67,14.91,10.11,3.72,0.99,5.67,34.04,1.7851482479784366,6.8634324172742565,2.9817035775127767,61.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-21,26.07,52.84,2.67,14.21,9.72,3.99,0.95,7.09,42.16,1.7909254267744834,6.870443073471677,2.982248722316865,66.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-22,28.02,53.8,2.64,11.86,8.46,3.93,0.83,6.37,37.8,1.7967026055705302,6.877453729669097,2.982793867120954,58.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-23,26.83,58.59,2.64,13.39,9.24,3.85,0.88,7.11,43.28,1.802479784366577,6.884464385866517,2.9833390119250427,65.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-24,21.79,57.52,2.76,9.46,7.24,3.21,0.85,6.11,39.92,1.8082569631626235,6.891475042063937,2.983884156729131,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-25,24.34,52.44,2.81,12.39,8.88,3.42,0.78,4.82,44.63,1.8140341419586703,6.898485698261357,2.98442930153322,60.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-26,29.15,72.46,2.76,12.32,8.8,3.41,0.88,6.16,45.22,1.819811320754717,6.905496354458777,2.984974446337308,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-27,35.06,72.5,2.85,14.31,9.88,3.14,0.93,6.46,44.64,1.825588499550764,6.912507010656197,2.985519591141397,83.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-28,35.77,68.55,2.71,14.79,10.0,2.83,1.12,5.78,38.39,1.8313656783468104,6.919517666853618,2.9860647359454857,70.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-29,46.14,76.45,2.84,11.89,8.64,3.24,1.03,7.98,40.11,1.8371428571428567,6.926528323051037,2.9866098807495742,78.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-04-30,29.38,59.65,2.91,11.71,8.61,3.37,0.86,6.53,42.29,1.842920035938904,6.933538979248457,2.9871550255536627,65.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-01,23.65,53.26,2.94,8.97,7.16,3.41,0.77,6.11,41.94,1.8486972147349507,6.940549635445877,2.9877001703577517,61.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-02,64.52,56.07,2.82,9.89,7.55,2.91,0.84,5.52,43.25,1.8544743935309973,6.947560291643297,2.98824531516184,65.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-03,22.42,50.04,2.82,12.9,9.16,3.45,0.91,5.02,51.25,1.860251572327044,6.954570947840717,2.9887904599659283,65.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-04,28.82,55.18,2.78,9.75,7.44,3.67,0.89,6.05,55.05,1.8660287511230909,6.9615816040381375,2.989335604770017,70.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-05,26.48,46.4,2.98,9.51,7.47,3.76,0.89,6.5,58.65,1.8718059299191372,6.968592260235558,2.9898807495741058,82.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-06,18.29,30.75,2.86,9.51,7.39,3.1,0.86,5.61,38.56,1.877583108715184,6.975602916432978,2.9904258943781943,58.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-07,16.81,30.01,2.87,11.28,8.33,2.83,0.87,6.59,35.64,1.883360287511231,6.982613572630398,2.990971039182283,60.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-08,13.97,27.82,2.89,9.77,7.55,2.92,0.88,5.77,33.45,1.8891374663072775,6.989624228827818,2.9915161839863718,55.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-09,23.21,42.75,2.9,13.19,9.36,2.66,1.01,5.79,34.32,1.8949146451033243,6.996634885025238,2.9920613287904603,67.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-10,11.28,28.12,2.79,11.06,8.15,2.63,0.86,6.3,30.24,1.900691823899371,7.003645541222658,2.992606473594549,54.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-11,12.24,28.73,2.97,10.15,7.71,2.9,0.96,6.78,27.94,1.9064690026954176,7.010656197420079,2.9931516183986373,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-12,9.12,21.4,2.89,9.79,7.48,3.11,0.88,6.54,27.47,1.9122461814914649,7.017666853617499,2.993696763202726,54.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-13,9.35,23.59,3.04,8.45,6.96,3.55,0.8,7.13,34.91,1.9180233602875112,7.024677509814919,2.9942419080068143,54.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-14,10.52,24.27,3.05,12.44,9.09,4.38,0.77,6.43,40.44,1.923800539083558,7.031688166012338,2.994787052810903,56.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-15,26.65,46.65,2.92,15.18,10.45,3.81,1.06,7.11,41.88,1.9295777178796047,7.038698822209758,2.995332197614992,64.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-16,28.45,50.52,3.08,10.55,8.1,3.65,0.95,6.16,39.76,1.9353548966756515,7.045709478407178,2.99587734241908,70.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-17,21.54,33.39,3.27,8.35,7.1,3.32,0.96,4.77,34.53,1.941132075471698,7.052720134604599,2.996422487223169,60.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-18,8.96,23.2,3.2,8.44,6.91,3.27,0.89,5.58,31.18,1.9469092542677449,7.059730790802019,2.9969676320272574,56.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-19,13.25,30.44,3.16,6.8,6.06,3.57,0.9,5.87,29.52,1.952686433063792,7.066741446999439,2.997512776831346,61.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-20,10.25,24.91,3.55,3.92,4.59,3.65,0.86,4.19,30.25,1.9584636118598384,7.073752103196859,2.9980579216354344,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-21,15.69,35.89,3.73,5.86,3.19,1.78,1.0,5.19,35.44,1.964240790655885,7.080762759394279,2.998603066439523,74.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-22,18.72,43.92,3.37,12.91,4.66,2.28,0.88,6.47,43.48,1.970017969451932,7.087773415591699,2.999148211243612,65.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-23,22.04,45.18,2.97,12.1,8.85,3.99,0.89,6.99,46.45,1.9757951482479783,7.094784071789119,2.9996933560477004,67.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-24,25.68,65.82,2.84,11.73,8.54,4.65,0.95,6.68,41.31,1.9815723270440253,7.101794727986539,3.000238500851789,67.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-25,12.04,17.46,3.1,17.27,11.59,4.28,0.6,3.77,53.64,1.987349505840072,7.10880538418396,3.0007836456558774,84.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-26,22.6,44.1,2.88,15.31,10.47,2.75,0.95,5.08,54.81,1.9931266846361184,7.11581604038138,3.001328790459966,78.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-27,10.94,27.03,2.94,8.48,6.89,2.12,0.74,4.98,56.46,1.9989038634321652,7.1228266965788,3.0018739352640544,69.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-28,13.24,40.0,3.0,7.56,6.47,3.52,1.0,5.22,50.82,2.004681042228212,7.129837352776219,3.002419080068143,83.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-29,14.46,41.09,3.08,7.98,6.53,4.01,0.89,5.53,43.54,2.0104582210242588,7.136848008973639,3.0029642248722315,59.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-30,14.78,32.33,3.1,12.02,8.92,3.44,0.86,4.93,40.51,2.0162353998203058,7.143858665171059,3.0035093696763204,59.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-05-31,18.75,42.4,2.8,15.81,10.54,3.65,1.0,5.15,32.53,2.0220125786163523,7.15086932136848,3.004054514480409,59.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-01,17.99,36.25,2.85,16.73,11.14,3.44,1.01,6.04,26.52,2.027789757412399,7.1578799775659,3.004599659284497,66.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-02,13.59,27.32,3.1,16.03,10.85,3.04,0.86,5.44,28.29,2.033566936208446,7.16489063376332,3.005144804088586,59.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-03,11.68,22.6,3.15,13.39,9.69,2.72,0.72,4.82,30.1,2.0393441150044924,7.17190128996074,3.005689948892675,49.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-04,16.7,30.1,2.79,17.41,11.47,2.6,0.92,5.28,29.15,2.045121293800539,7.17891194615816,3.0062350936967634,58.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-05,17.04,37.16,2.97,22.39,14.09,2.32,1.08,5.86,24.34,2.050898472596586,7.18592260235558,3.006780238500852,78.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-06,17.49,33.78,3.24,14.35,10.11,2.67,0.92,6.22,26.6,2.0566756513926325,7.192933258553,3.0073253833049405,70.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-07,15.77,27.33,2.73,19.38,12.49,3.26,0.73,6.53,20.39,2.062452830188679,7.1999439147504205,3.007870528109029,64.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-08,13.57,43.69,3.22,9.14,7.38,2.87,0.89,4.84,26.3,2.068230008984726,7.206954570947841,3.008415672913117,60.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-09,10.75,40.67,3.19,2.08,3.59,2.36,0.6,6.0,28.03,2.0740071877807726,7.213965227145261,3.008960817717206,51.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-10,5.19,36.92,3.19,1.89,3.16,2.39,0.58,5.36,23.88,2.07978436657682,7.220975883342681,3.0095059625212945,44.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-11,13.23,43.69,3.06,5.15,5.14,2.1,0.8,5.64,24.69,2.085561545372866,7.227986539540101,3.0100511073253835,48.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-12,13.4,53.74,3.01,9.16,7.3,2.12,0.86,5.95,24.44,2.0913387241689128,7.23499719573752,3.010596252129472,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-13,13.5,39.6,3.08,13.25,9.46,1.65,0.79,4.97,25.84,2.09711590296496,7.2420078519349405,3.0111413969335605,59.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-14,13.45,28.3,3.18,9.14,7.36,1.83,0.7,5.79,28.12,2.1028930817610063,7.249018508132361,3.011686541737649,49.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-15,12.81,30.9,3.21,9.67,7.75,1.97,0.76,5.97,28.01,2.108670260557053,7.256029164329781,3.0122316865417376,46.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-16,12.34,28.76,3.12,14.24,10.07,1.48,0.71,5.94,27.71,2.1144474393531,7.263039820527201,3.0127768313458265,54.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-17,11.32,31.95,3.25,11.75,8.89,1.56,0.76,5.44,20.83,2.1202246181491464,7.270050476724621,3.013321976149915,47.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-18,13.09,38.2,3.06,14.69,10.31,1.54,0.93,5.25,24.01,2.126001796945193,7.277061132922041,3.013867120954004,56.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-19,15.52,63.21,2.99,12.1,8.82,1.51,0.93,6.17,20.66,2.13177897574124,7.284071789119461,3.014412265758092,66.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-20,16.72,49.12,3.03,10.55,7.92,1.42,0.71,5.1,25.56,2.1375561545372865,7.291082445316881,3.0149574105621806,59.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-21,20.49,44.95,3.04,12.9,9.3,1.84,0.77,6.0,28.31,2.143333333333333,7.298093101514302,3.015502555366269,57.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-22,19.2,45.68,3.05,14.11,9.99,2.13,0.98,5.57,30.81,2.14911051212938,7.305103757711722,3.0160477001703576,66.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-23,17.08,44.56,3.12,13.06,9.49,2.71,0.74,5.87,27.3,2.154887690925426,7.312114413909142,3.016592844974446,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-24,15.29,25.55,3.1,10.06,7.85,2.53,0.81,5.83,29.0,2.1606648697214736,7.319125070106562,3.017137989778535,51.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-25,13.66,41.84,3.15,8.46,7.0,2.29,0.62,5.71,25.78,2.16644204851752,7.326135726303982,3.017683134582624,44.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-26,15.12,39.79,3.24,5.81,5.72,2.89,0.94,5.67,24.74,2.172219227313567,7.333146382501401,3.018228279386712,55.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-27,13.41,39.18,3.26,2.6,3.96,2.54,0.83,5.64,22.35,2.1779964061096138,7.340157038698821,3.0187734241908006,51.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-28,14.5,34.99,3.53,5.59,5.83,3.13,0.67,6.63,26.13,2.1837735849056603,7.347167694896242,3.019318568994889,51.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-06-29,17.1,38.49,3.04,8.25,6.86,3.6,0.83,5.19,29.35,2.1895507637017078,7.354178351093662,3.019863713798978,49.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-06-30,15.49,35.9,3.1,10.12,7.91,4.25,0.8,5.16,35.28,2.195327942497754,7.361189007291082,3.020408858603066,52.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-01,17.82,33.89,3.26,7.74,6.75,3.45,0.68,6.42,33.36,2.2011051212938004,7.368199663488502,3.020954003407155,48.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-02,19.23,34.53,3.1,9.0,7.28,3.03,0.74,5.33,32.83,2.2068823000898474,7.375210319685922,3.021499148211244,46.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-03,23.0,43.26,3.11,9.57,7.62,2.94,0.83,6.47,30.42,2.212659478885894,7.382220975883342,3.022044293015332,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-04,18.41,42.32,3.16,6.67,6.12,2.42,0.88,6.52,28.5,2.2184366576819405,7.389231632080762,3.0225894378194207,56.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-05,19.07,40.65,2.94,7.66,6.46,2.48,0.8,5.86,28.1,2.2242138364779875,7.396242288278183,3.023134582623509,51.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-06,18.6,46.16,3.02,8.43,6.94,2.39,0.78,6.89,31.54,2.229991015274034,7.403252944475603,3.023679727427598,51.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-07,16.08,44.91,3.13,8.66,7.15,1.89,0.78,5.85,29.99,2.235768194070081,7.410263600673023,3.0242248722316867,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-08,7.0,36.83,3.17,7.14,6.37,1.98,0.72,5.98,29.37,2.241545372866128,7.417274256870443,3.024770017035775,46.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-09,15.77,29.21,3.28,11.32,8.48,1.88,0.79,7.12,29.82,2.247322551662174,7.424284913067863,3.025315161839864,50.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-10,10.73,27.82,3.1,14.09,9.82,1.69,0.81,6.66,27.51,2.253099730458221,7.431295569265283,3.025860306643952,65.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-11,17.48,36.89,2.81,12.2,8.77,1.72,0.84,7.0,30.21,2.258876909254268,7.438306225462703,3.026405451448041,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-12,16.18,39.8,2.99,10.8,8.03,1.94,0.87,5.75,28.53,2.2646540880503143,7.445316881660123,3.0269505962521297,60.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-13,17.58,46.58,3.02,11.87,8.77,2.25,0.92,5.02,26.85,2.2704312668463613,7.452327537857543,3.027495741056218,65.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-14,11.88,36.38,3.06,8.59,7.06,1.99,0.75,6.97,27.58,2.276208445642408,7.459338194054963,3.0280408858603067,50.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-15,9.01,21.69,3.06,6.91,5.91,1.91,0.66,6.22,28.42,2.281985624438455,7.466348850252383,3.0285860306643952,42.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-16,10.5,26.23,2.95,5.67,5.21,1.99,0.67,4.0,31.16,2.287762803234501,7.473359506449803,3.029131175468484,43.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-17,11.1,27.05,2.97,5.97,5.03,1.84,0.62,5.61,34.97,2.293539982030548,7.480370162647223,3.0296763202725723,43.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-18,15.43,41.07,2.9,8.0,6.61,1.72,0.71,6.37,35.13,2.299317160826595,7.487380818844644,3.030221465076661,44.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-19,13.54,35.93,2.98,9.67,7.42,1.79,0.81,6.38,33.87,2.305094339622641,7.494391475042064,3.0307666098807498,52.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-20,14.45,46.7,2.98,11.27,8.41,1.73,0.76,5.93,34.64,2.310871518418688,7.501402131239484,3.0313117546848383,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-21,18.23,62.76,3.1,8.35,6.96,2.0,0.82,5.89,34.21,2.316648697214735,7.508412787436904,3.031856899488927,57.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-22,48.57,58.53,3.08,4.55,4.92,2.0,0.74,5.17,34.36,2.3224258760107817,7.515423443634324,3.0324020442930157,64.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-23,18.71,65.29,2.87,6.27,5.67,1.95,0.91,6.24,32.27,2.3282030548068287,7.522434099831744,3.032947189097104,58.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-24,13.41,43.0,2.89,5.95,5.51,1.85,0.8,5.13,30.19,2.333980233602875,7.529444756029164,3.0334923339011928,56.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-25,12.69,34.25,2.99,6.46,5.86,1.8,0.75,6.28,30.52,2.3397574123989218,7.536455412226584,3.0340374787052813,49.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-26,14.85,40.29,2.95,8.08,6.68,1.82,0.74,6.06,27.3,2.3455345911949688,7.543466068424004,3.03458262350937,53.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-27,16.1,46.1,3.0,6.93,6.11,1.77,0.9,6.64,30.17,2.3513117699910158,7.550476724621424,3.0351277683134583,50.0,Good,8.5241,76.9366
Thiruvananthapuram,2018-07-28,18.51,54.71,2.92,8.08,6.65,2.13,0.95,5.73,30.96,2.357088948787062,7.557487380818844,3.035672913117547,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-29,17.59,50.25,3.09,5.91,5.66,2.25,0.87,5.23,30.49,2.362866127583109,7.564498037016264,3.036218057921636,61.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-30,13.55,37.53,2.91,5.95,5.53,2.21,0.93,5.99,28.73,2.3686433063791554,7.571508693213684,3.036763202725724,58.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-07-31,13.44,25.9,2.87,12.14,8.65,1.82,1.02,5.48,27.66,2.3744204851752024,7.578519349411104,3.0373083475298124,64.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-01,14.91,39.67,2.94,15.24,10.4,1.65,1.07,5.96,24.5,2.380197663971249,7.585530005608525,3.0378534923339013,70.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-02,14.62,36.35,2.86,10.09,7.69,1.96,0.95,4.65,29.3,2.3859748427672955,7.592540661805945,3.03839863713799,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-03,18.7,37.27,2.83,8.53,6.83,1.89,0.98,5.55,26.01,2.3917520215633425,7.599551318003365,3.0389437819420784,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-04,19.14,42.58,2.89,8.14,6.69,1.84,1.04,6.02,27.58,2.397529200359389,7.606561974200785,3.039488926746167,67.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-05,11.14,33.81,2.96,4.41,4.62,2.02,1.06,5.43,29.14,2.403306379155436,7.613572630398205,3.040034071550256,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-06,9.04,28.54,2.81,5.17,4.99,1.97,1.0,4.48,27.11,2.4090835579514827,7.620583286595625,3.0405792163543444,62.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-07,9.51,30.15,2.95,5.07,4.6,1.8,1.05,5.95,30.42,2.414860736747529,7.627593942793045,3.041124361158433,63.0,Satisfactory,8.5241,76.9366
Thiruvananthapuram,2018-08-08,11.16,25.2,2.9,7.21,6.1,1.87,1.12,6.03,30.15,2.420637915543576,7.634604598990465,3.0416695059625214,69.0,Satisfactory,8.5241,76.9366
